ID,Beneficio,Compra,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,Etiqueta,CalifProductor,Clasificacion,Region,PrecioBotella
9332,0,0,-1.05,0.24,6.7,-1.079,0.95779,3.24,0.57,11.3,M,2,?,3,2.12
9335,459,1,0.52,0.21,2.2,-0.315,0.93487,3.4,0.63,9.4,R,2,*,2,2.75
9337,435,1,1.39,0.33,22,0.504,1.04315,3.29,,10.7,R,2,*,1,3.45
9340,515,1,0.2,0.43,1.3,-0.278,1.03654,3.62,0.9,13.9,R,1,**,3,2.31
9341,296,1,0.805,0.15,1.45,0.038,0.99125,4.6,-0.06,6.6,R,1,?,3,1
9342,740,1,0.2,1.51,0.9,-0.547,0.96387,2.33,0.36,12,R,3,**,2,2.95
9343,804,1,-0.86,-0.51,1.6,0.556,0.95836,4.04,1.94,12.5,r,3,**,1,4.06
9344,510,1,0.07,1.45,21.35,0.044,0.9946,3.66,0.76,10.6,M,2,*,3,2.56
9345,618,1,-1.16,0.32,1,-0.07,0.99096,3.22,0.72,8.2,B,2,**,1,2.97
9346,455,1,0.27,0.32,49.8,0.452,0.97352,2.54,-1.13,11,r,2,**,3,1.56
9348,742,1,0.95,0.3,31.3,0.037,0.9932,,-1.01,9.9,B,3,***,1,1.16
9351,790,1,0.34,-0.64,-30,-0.333,1.04195,3.36,0.37,9.5,R,5,**,1,1.04
9352,0,0,0.11,-0.34,42.5,-0.334,0.9996,3.46,0.89,11.2,R,6,?,1,1
9355,615,1,0.22,0.2,20.8,0.035,0.96347,3.1,2.25,12.9,B,2,****,1,1.95
9357,723,1,0.19,0.33,47.9,-0.845,0.9925,3.44,-0.78,17,mb,2,***,2,5.39
9358,392,1,0.32,0.21,-56.1,0.044,0.99345,2.73,0.46,10.9,M,2,**,3,3.49
9361,501,1,0.16,0.23,15.5,0.05,0.99795,3.05,0.43,8.7,R,3,***,3,4.78
9363,484,1,0.2,0.49,3.2,0.031,0.97353,3.06,2.91,5.5,R,3,**,1,1.36
9365,576,1,1.08,-0.36,-27,-0.293,0.97068,2.68,1.09,9.4,R,2,**,2,1
9367,0,0,0.23,0.68,-29.4,0.047,0.96685,2.74,2.12,9.2,B,3,*,2,6.33
9368,943,1,0.3,0.39,31.6,-0.265,0.96446,2.86,-2.69,18,r,5,**,3,2.17
9369,0,0,0.17,1.12,8.1,0.46,0.99508,3.8,-1.22,10.4,MB,3,?,3,1.74
9373,723,1,-0.41,0.11,7.4,0.31,1.0118,2.35,-0.72,7.4,B,2,***,3,2.19
9374,338,1,-2.03,-1.02,-15.5,0.046,0.9975,3.17,-0.89,15.2,R,2,*,1,1.69
9375,0,0,0.53,0.24,2,0.337,0.96587,2.15,0.54,5.9,M,4,?,1,6.57
9376,956,1,0.49,0.49,19.7,-0.137,0.9952,3.21,-0.14,10,MB,4,**,1,1
9377,1143,1,0.12,0.25,50.5,0.018,1.01807,3.2,0.45,5.7,b,2,***,3,1.99
9378,654,1,0.36,0.27,3.2,-0.566,0.98942,5.09,-0.81,5.8,R,2,***,2,2.2
9387,873,1,0.16,0.41,-51.8,0.026,0.991,3.02,1.81,16.5,B,3,**,1,2.45
9388,328,1,-0.48,1,3.4,0.61,0.96964,2.57,0.9,9.4,R,6,*,2,6.33
9389,921,1,0.26,0.35,129.8,0.067,0.94924,2.15,0.53,9.1,R,3,?,2,1.89
9390,571,1,0.665,0.61,4.3,-0.451,1.01267,3.16,0.32,5.8,B,5,*,3,5.03
9391,601,1,0.33,-2.01,2.6,0.04,0.9989,3.07,1.13,17.7,R,3,*,2,6.03
9392,928,1,0.275,-0.34,69.8,-0.137,0.9787,3.38,-1.49,8.6,B,1,*,3,2.42
9395,561,1,0.24,0.3,38.1,0.03,0.96328,3.37,0.43,12.4,M,1,**,3,3.51
9397,773,1,0.63,0.31,4.5,-1.048,1.03369,3.31,1.66,6.6,R,1,*,2,1.15
9398,496,1,-0.49,0.49,-58.8,-0.458,0.9942,3.01,0.98,4.7,R,2,**,1,2.44
9402,248,1,-0.29,0.92,2.1,-0.534,1.00398,4.26,0.5,9.5,M,2,*,2,1
9403,586,1,-0.74,0.75,-37.9,-0.258,0.95441,2.46,0.5,13.7,R,3,**,1,3.11
9404,0,0,0.22,0.63,81.25,0.352,0.95355,2.63,-0.55,14.7,r,1,*,3,1.86
9406,903,1,-0.125,0,-60.1,0.788,0.99264,3.56,0.94,15.1,B,1,***,2,1.41
9410,783,1,0.3,0.38,-19,0.094,0.97384,4.42,-0.15,13.1,R,1,***,2,3.24
9414,0,0,0.575,0.03,68.4,-0.044,1.03676,3.61,1.8,6.1,B,2,?,2,1.5
9418,520,1,0.34,0.3,62.3,-0.485,0.97472,4.06,0.79,15.7,R,1,**,2,2.14
9419,926,1,-0.6,1.69,3.9,0.027,0.99035,2.33,0.6,12.6,B,2,***,2,3.69
9420,0,0,-0.15,-1.52,-33,0.542,1.02928,3.31,0.53,15.7,MB,5,?,3,4.06
9421,0,0,0.25,1.38,27.25,0.039,0.97898,4.1,0.34,11.8,M,2,*,2,2.56
9424,478,1,1.06,1.95,-20.9,0.296,0.993,3.22,1.08,10.8,R,3,?,1,6.31
9427,0,0,0.3,0.33,3.7,0.03,0.9887,3.36,0.3,8.4,M,1,?,3,1.16
9428,364,1,0.22,-1.21,16,0.044,0.95128,,-0.87,8.4,M,1,*,,1.74
9431,192,1,0.64,0.3,26.7,-0.459,0.94855,,1.37,18.5,MM,3,*,1,1.61
9432,359,1,-0.48,-0.84,6.65,0.129,0.94514,0.84,0.37,11.1,M,3,*,3,2.4
9438,690,1,0.32,-0.08,-29.1,0.417,0.9959,3.72,0.4,8.9,B,2,***,2,2.93
9440,0,0,0.24,0.33,-66,0.032,0.99626,3.19,-0.14,9.8,R,2,*,1,1.48
9441,327,1,0.28,1.25,5,0.065,0.94975,4.35,-0.65,19.8,M,3,***,3,4.67
9442,301,1,0.26,0.26,-16.85,0.084,1.0011,3.17,,8,M,3,*,1,2.92
9443,264,1,0.38,1.48,1.4,0.142,0.9726,3.14,-0.86,13.7,R,2,**,3,1
9444,484,1,-0.54,1.82,11.3,0.086,0.9966,3.07,0.15,9.4,R,2,*,2,2.6
9446,393,1,0.4,2.3,11.2,0.043,0.9975,5.16,2.13,8.7,M,3,?,3,2.07
9447,441,1,0.27,2.61,99.4,0.053,0.95748,3.36,0.37,10.4,M,1,**,3,2.15
9448,558,1,-1.19,0.82,-4.1,0.507,0.9948,3.19,,9.4,r,2,*,2,2.38
9450,475,1,0.09,0.34,56.5,-0.263,0.96891,2.41,1.74,12.6,B,2,****,1,1.16
9455,329,1,1.33,0.49,99999,0.017,1.07587,2.54,0.39,16.6,M,4,**,2,2.78
9457,580,1,-0.61,0.52,11.1,0.146,0.99628,3.07,,5.9,R,2,*,3,5.07
9458,674,1,0.34,0.78,-84.8,0.04,0.99815,3.27,0.29,9.2,R,3,*,3,2.69
9459,368,1,0.27,0.42,1.6,,0.992,4.76,1.84,13.8,MM,3,**,2,1.51
9461,312,1,0.36,0.06,1.4,0.066,0.9934,2.99,-1.43,22.5,R,1,*,2,2.94
9466,959,1,-0.05,0.46,-72.1,0.104,1.04029,3.12,0.65,12.4,B,6,****,2,1.09
9467,344,1,0.21,1.85,10.4,-0.41,0.95986,2.54,0.5,10.8,MM,3,***,2,1.09
9469,600,1,1.28,0.36,1.9,0.043,1.005,5.84,2.05,15.4,R,3,?,3,3.58
9471,0,0,1.33,0.28,44.2,-0.286,0.99486,3.16,1.88,10.4,R,2,?,3,1.61
9472,648,1,-1.04,0.23,3.3,0.007,0.9896,1.9,0.4,11.3,R,2,**,3,1
9473,707,1,0.335,0.14,1.3,0.036,0.99212,3.47,0.46,10.5,B,0,**,1,1.04
9474,568,1,0.27,0.22,27.7,0.395,0.98875,4.03,0.29,12.3,r,1,**,2,2.61
9475,0,0,0.64,0.77,-40.5,0.613,1.0328,4.14,1.63,7.9,M,2,?,1,2.74
9478,956,1,0.25,0.49,7.8,0.035,0.9935,4,1.98,12,MB,4,**,2,5.95
9489,587,1,0.19,0.04,15.6,0.056,0.9995,3.58,0.44,15.5,R,2,**,2,1.1
9491,299,1,0.25,0.01,-31.5,-0.542,1.02466,4.52,0.52,6.5,MM,2,**,3,4.5
9493,0,0,0.67,0.66,2.2,-0.036,0.9956,3.57,0.72,9.3,M,3,*,1,1.22
9494,592,1,0.88,1.95,-26.5,,1.03844,3.44,0.43,8.4,R,5,*,1,1.69
9495,0,0,1.65,-0.14,-28.6,0.255,0.99276,3.39,0.5,14.5,MB,1,?,1,1
9497,743,1,1.66,0.44,18.75,0.057,1.02468,3.11,0.65,15,B,2,**,3,1.04
9499,1256,1,0.97,2.38,-108.8,0.026,1.05951,,0.77,136,B,1,***,2,1.13
9500,0,0,-1,0.23,3.3,-0.272,1.01588,4.21,0.48,8.4,r,2,?,2,6.86
9501,0,0,0.27,0.65,32.9,0.091,1.00103,3.28,,11.9,R,5,?,3,2.14
9503,472,1,-0.35,0.23,6.3,0.051,0.9963,3.36,-1.05,10,R,3,**,2,4.95
9505,0,0,0.685,0.21,-27.7,0.61,0.96134,4.57,-0.79,15.5,M,3,?,2,3.48
9506,562,1,0.3,0.42,2.2,0.036,1.01466,2.55,-2.86,8.7,B,2,****,2,2.24
9511,657,1,-0.09,1.85,-23.7,-0.983,1.00239,4.37,0.55,10.8,R,3,**,1,1.5
9513,605,1,0.28,1.76,-4,0.141,0.95921,3.21,-0.16,8.4,B,2,**,2,1.69
9515,525,1,0.26,1.09,10.4,0.349,0.96909,3.39,,10.6,R,1,**,2,1.06
9519,0,0,0.25,-0.78,16.3,0.206,0.9941,2.65,0.37,11.2,B,3,?,2,5.26
9526,384,1,0.4,0.38,8.3,0.048,1.01167,3.14,1.15,17.8,M,2,**,3,4.05
9527,381,1,-0.95,0.49,23.1,0.031,1.02461,3.07,0.46,120,M,3,**,1,1.5
9529,0,0,0.11,0.41,66.2,0.084,1.059,3.08,-0.68,9.3,B,7,?,1,1.59
9530,748,1,0.57,0.84,99999,0.148,1.00712,3.28,0.13,12.5,M,1,**,2,1.76
9531,453,1,-1.07,0.32,2,0.121,1.04803,3.23,2.11,11.3,MM,3,***,2,1.13
9533,0,0,0.76,1.23,4.8,-0.052,0.99437,3.01,2.19,12.9,R,4,*,3,1.2
9534,136,1,0.22,3.05,2.6,0.464,1.03338,3.32,,114,M,3,?,3,2.55
9535,763,1,0.28,0.24,32.8,,0.99242,3.1,0.45,11.8,B,2,****,3,2.9
9537,374,1,0.31,0.36,71.1,0.354,0.99332,3.31,,11.1,m,1,*,1,1.24
9544,977,1,0.27,0.25,5.8,0.038,0.99605,3.28,0.38,15.3,B,2,**,3,2.03
9545,358,1,0.09,0.56,41.15,0.063,1.00098,3.25,1.94,4,M,5,**,1,2.1
9550,468,1,0.28,0.4,61.8,-0.195,0.9976,3.34,,14.9,r,4,**,2,2.43
9551,357,1,0.37,1.79,99999,0.028,0.94494,2.97,0.48,10.4,R,4,**,2,1.94
9552,289,1,0,0.49,-35.4,0.048,1.01413,4.16,1.21,-0.6,R,4,?,1,2.66
9562,422,1,0.28,2.85,1.2,-0.278,0.94272,3.07,-0.61,13.5,M,3,*,2,1.72
9563,356,1,1.41,-1.34,29.8,-0.089,0.97355,4.35,1.22,9.9,R,5,***,3,1.12
9574,654,1,0.91,0.28,5.7,0.038,0.9948,3.59,0.43,5.4,R,1,****,1,4.01
9577,0,0,0.66,-0.33,3.2,1.124,0.96313,3.99,1.78,11.5,B,6,?,3,2.2
9578,480,1,0.23,0.38,1.3,,0.9922,3.18,0.46,2.8,B,2,?,1,4.09
9579,906,1,0.785,0.38,1.7,0.181,1.00058,4.53,-0.3,17.2,b,1,**,2,1.41
9580,1382,1,1.26,2.06,1.8,0.047,0.99,3.13,1.22,12.8,B,2,**,1,1.56
9581,739,1,0.33,0.29,33.7,0.164,0.9919,3.41,2.12,4.1,R,2,?,3,1.67
9583,349,1,0.84,0.19,-17,,0.99169,3.07,-1.34,11.2,MM,2,?,3,3.34
9585,543,1,0.3,0.33,-50.9,0.218,0.95229,3.1,,4.7,R,2,*,2,1.13
9587,481,1,0.23,1.09,7.5,0.049,0.9966,3.06,0.84,12.1,R,4,?,2,1.93
9590,952,1,-0.81,0.52,-37.9,0.36,0.9994,5.54,2.37,12.2,B,8,**,2,1.67
9593,767,1,-2.44,0.82,7,0.046,0.99454,4.53,0.7,10.4,B,2,**,2,1.75
9598,527,1,0.62,0.2,8.7,0.046,0.97256,2.4,1.96,15,R,2,***,1,2.07
9599,795,1,1.09,-0.5,-13.7,0.029,0.97763,3.27,-0.49,12.9,r,2,*,2,2.14
9602,559,1,0.33,0.44,-35.3,0.05,0.99679,2.68,0.52,2.3,r,3,**,3,5.23
9609,481,1,0.345,0.26,1.9,0.802,0.9936,3.08,1.76,9.5,B,3,?,2,1.84
9611,362,1,1.22,0.86,3.8,-0.414,0.99116,3.04,1.57,8.5,m,3,*,1,1.09
9612,0,0,1.58,0.48,-49.4,0.23,0.99675,3.08,-1.1,14.4,b,7,?,3,4.6
9613,584,1,0.24,0.47,20.9,0.057,1.0005,3.41,0.66,9,R,4,*,3,1.3
9617,1178,1,0.32,-0.46,2.1,0.036,0.9949,3.49,0.77,6.4,B,3,***,2,1.8
9618,0,0,-0.15,0.44,1.8,0.069,1.01283,3.18,0.47,12,R,3,?,3,2.68
9619,695,1,0.15,-0.33,-8,,0.9907,3.14,0.73,10.5,M,2,*,1,2.25
9623,583,1,0.26,0.23,19.95,0.034,0.9952,3.52,1.19,10.5,R,1,?,3,2.22
9626,545,1,-0.51,1.44,99999,0.036,0.96001,3.4,0.24,13.5,R,3,****,1,4.22
9628,553,1,0.25,2,2,0.035,0.9918,3.23,1.69,9.3,b,3,**,2,3.09
9631,576,1,0.25,1.59,-84.1,-0.687,0.9942,2.84,0.6,9,M,2,*,3,3.98
9632,0,0,0.19,0.35,-27.6,0.036,0.99315,2.08,,9.9,R,2,?,3,2.94
9635,1175,1,0.05,0.31,99999,0.049,0.98364,,,12.2,B,1,***,3,1.02
9636,0,0,0.41,0.33,69.1,0.268,1.04814,2.27,0.52,9.4,R,3,?,3,1.04
9637,111,1,2.97,0.29,8.5,-0.323,0.99395,2.9,0.38,140,mm,5,**,3,5.48
9650,911,1,0.475,0.59,59.7,-0.096,0.9904,,0.29,10.8,MB,2,***,2,2.37
9652,342,1,-0.88,0.44,-47.2,0.091,0.94589,3.22,-1.01,11,m,2,**,3,3.55
9654,0,0,0.32,1.63,8.5,0.051,0.9943,2.85,,4.7,B,2,?,1,1.27
9655,606,1,0.25,0.12,9.2,0.324,0.95451,2.28,0.87,11.5,R,3,**,3,1.34
9657,402,1,1.47,0.58,1.2,-0.052,0.98267,3.24,1.68,6.1,b,4,**,1,3.63
9659,623,1,0.42,0.26,1.5,0.017,0.9894,3.38,2.08,14.3,R,1,****,3,3.06
9661,506,1,0.15,0.4,2,0.05,0.9932,3.15,0.45,7.8,B,3,***,2,1.13
9663,432,1,0.28,0.52,-50.4,,0.99494,3.1,1.39,12,R,2,**,3,5.45
9668,0,0,1.61,0.19,99999,-0.353,0.98291,2.44,0.5,10,R,5,?,2,1.8
9669,559,1,0.58,0.07,99999,0.043,0.9944,4.44,0.57,114,R,1,*,1,3.66
9673,475,1,-0.93,0.29,-6.9,-0.114,1.02671,3.32,-0.29,12.5,B,3,*,3,2.08
9674,362,1,-0.22,1.53,2.1,0.074,1.02396,3.36,0.74,12.3,M,6,**,3,6.42
9676,0,0,0.29,-1.32,2.9,0.035,0.94693,3.04,,12.5,R,2,?,2,4.01
9678,594,1,1.44,0.22,-8.1,0.65,0.95635,2.97,0.45,13.1,MM,3,*,3,2.75
9683,146,1,0.68,-0.8,1.2,0.034,0.99256,3.05,1.35,10.4,r,3,*,3,4.62
9685,962,1,-0.56,0.49,35.3,-0.148,1.0424,2.01,1.29,11.6,B,2,****,2,1.91
9686,763,1,-0.14,-1.12,-40.8,0.04,0.97176,3.19,0.91,10.5,R,2,?,3,1.55
9687,0,0,0.01,0.3,53.8,0.547,1.00501,2.53,0.56,10.2,m,4,?,3,1
9688,384,1,0.63,0.71,2,-0.029,0.99204,2.47,0.47,10.4,M,2,*,2,3.68
9690,0,0,0.05,0.95,-23.1,,0.9984,3.01,1.49,8.8,M,3,?,2,1.67
9692,606,1,0.24,0.28,2,0.046,1.03696,4.11,0.72,11.4,R,2,*,1,2.12
9698,811,1,0.79,1.23,44.3,0.034,0.95941,3.18,0.46,5.9,B,2,**,2,3.64
9699,516,1,0.11,1.28,2,0.088,0.99226,1.95,0.39,10.2,R,1,***,3,1.94
9700,599,1,0.4,-0.35,-54.3,0.446,1.03293,4.9,-0.99,5.6,M,3,**,2,1.13
9702,748,1,-1.31,0.42,1.1,0.316,1.02757,,1.12,11.2,B,2,****,2,2.09
9703,316,1,0.25,-0.13,-19.8,0.047,1.01767,3.74,,9.2,R,2,*,3,2.81
9706,0,0,0.55,0.28,8.3,-0.063,0.992,3.22,2.13,12.3,M,2,?,2,1.99
9708,700,1,0.99,1.23,7.4,-0.373,0.96811,2.84,1.55,15.5,B,3,**,2,1.07
9710,354,1,-0.69,0.27,99999,-0.524,0.9936,3.78,0.44,9,M,1,*,3,1.38
9711,0,0,-0.5,1.14,2,0.465,0.99575,4.58,1.3,7.5,M,3,?,1,4.33
9712,547,1,0.2,0.32,-26.6,0.016,0.99186,,0.39,7.3,R,3,***,3,2.69
9713,699,1,0.27,0.53,-40.2,0.048,0.99587,3.87,0.37,9.2,B,3,**,1,1.05
9715,1199,1,0.34,0.31,2,0.319,0.98892,3.4,0.41,12.9,B,2,***,3,1.26
9716,614,1,0.255,0.44,12.3,0.045,0.9967,3.24,1.74,9.4,B,2,***,1,4.9
9721,788,1,0.22,-1.08,1.4,0.041,0.99196,3.25,-0.06,-1.8,R,3,?,2,2.32
9724,529,1,1.42,0.27,4.1,0.267,1.03206,3.46,0.12,10.5,M,1,**,2,1.54
9729,0,0,1.11,0,2.1,0.064,0.995,1.02,1.03,10.7,M,2,?,1,1.81
9730,812,1,1.43,0.63,-33.9,,0.9934,2.39,0.77,10.2,r,2,****,2,3.53
9732,939,1,0.61,-0.95,-29.9,-0.103,0.9941,3.14,0.3,11.1,r,3,***,1,3.48
9735,0,0,0.21,0.68,-10.6,-0.172,0.9978,,0.36,8.7,R,3,*,3,5.06
9736,0,0,-0.42,0.02,31.8,0.01,1.02965,3.31,0.26,12.2,R,5,?,2,2.89
9737,537,1,0.31,0.51,-52.4,-0.254,0.994,3.03,0.63,9.9,M,0,**,2,1.21
9740,243,1,1.38,1.14,-69,-0.265,1.02196,2.94,0.68,12.1,mm,2,*,2,1.48
9743,0,0,0.17,0.89,40,-0.286,0.95237,,0.44,9.6,R,4,*,3,3.72
9745,251,1,-0.025,1.82,60.3,0.371,0.99452,3.53,0.24,15.8,r,2,*,1,6.29
9746,677,1,0.33,-1.11,-36.3,0.059,1.02899,3.17,0.47,10,R,4,*,2,4.86
9748,771,1,0.19,-0.81,-3.2,0.032,0.9932,3.08,0.51,12,R,2,**,1,2.31
9749,659,1,0.27,-1.24,-1.1,-0.424,0.98976,2.19,-0.21,13.7,R,2,***,3,1.31
9752,290,1,0.15,0.14,49.2,0.05,1.00157,3.7,0.45,10.5,M,3,*,2,4.38
9756,462,1,0.39,2.14,12.9,0.157,0.9637,3.11,-0.67,9,r,3,*,1,4.14
9758,221,1,0.22,0.45,22.6,0.348,0.98693,2.94,,12.8,M,2,**,3,2.82
9762,613,1,-0.71,1.85,2,0.029,0.9931,3.04,,4.5,B,3,*,3,3.51
9763,0,0,-0.77,1.52,1.65,0.592,0.95463,3.19,-0.16,17.4,MB,6,?,2,2.05
9766,149,1,3.05,-1.15,1.2,0.181,0.9914,4.28,1.06,11.3,M,3,*,2,1.53
9767,522,1,1.6,0.57,-18.4,0.224,0.99004,3.17,-0.65,6.4,b,2,**,3,3.92
9768,512,1,1.36,-0.88,-24.35,,0.9993,4.15,1.97,9.5,R,2,***,1,1.15
9769,524,1,0.08,-0.61,46,-0.517,0.98171,2.84,1.07,117,R,2,****,3,1
9773,935,1,0.18,0.29,1.2,,1.07081,2.76,0.48,11.3,B,3,**,2,1.49
9774,306,1,0.3,-0.81,12,-0.419,0.99471,3.17,0.49,9.4,R,2,*,2,2.91
9775,710,1,-0.34,0.63,8.3,-0.102,1.02728,3.12,1.24,10.2,R,3,*,2,1
9780,0,0,0.875,-1.19,5.7,0.264,0.99808,3.4,0.52,9.3,B,3,*,3,6.3
9781,532,1,-0.72,0.62,2.7,0.044,0.97107,3.1,-1.19,17,R,2,*,2,4.42
9784,425,1,-0.06,0.56,0.9,-0.032,0.99119,3.16,1.57,9.7,b,1,**,2,3.71
9785,246,1,1.73,0.34,10.2,0.048,0.95661,3.18,,22.3,M,4,*,3,2.26
9788,803,1,0.28,0.31,43.1,-1.15,0.99254,3.67,0.06,11.4,R,2,***,1,2.31
9791,226,1,-0.18,1.65,1.2,0.036,0.99111,3.26,-0.82,4.2,M,1,?,,1.77
9794,521,1,0.14,0.32,2.7,0.267,0.9924,3.4,2.35,120,M,2,**,2,1.02
9795,581,1,0.23,0.33,-61.7,0.431,1.00341,3.5,0.65,10,M,3,?,1,1.71
9796,959,1,0.39,-0.03,-40.4,0.043,0.991,3.39,-0.64,12.7,M,3,***,2,2.54
9797,328,1,0.36,-0.73,55.6,0.599,1.01883,3.94,-1.14,10.5,m,2,***,2,3.9
9801,364,1,1.02,0.79,40.9,0.084,0.94553,3.21,,1.5,M,3,?,3,1.11
9802,847,1,-0.56,3.25,-60.8,-0.314,1.01111,3.36,0.85,21.6,B,3,**,3,1.18
9805,433,1,1.94,0.59,1.2,-0.084,1.02639,3.45,0.39,3.8,r,4,*,2,1.09
9806,0,0,0.26,1.7,39.9,0.043,0.95389,3.71,-0.97,11.4,B,3,?,3,1
9807,416,1,0.36,-1.07,56.2,0.343,0.9898,4.06,,18,R,1,**,3,1.95
9813,697,1,0.19,1.4,10.9,0.045,0.97711,3.11,,10.4,R,2,**,3,2.77
9814,0,0,0.4,0.02,-103.8,-0.016,0.9955,2.15,0.83,141,B,2,?,1,1.43
9816,0,0,0.28,0.13,1.6,-0.489,1.02424,1.8,-0.51,13.1,b,5,*,1,3.58
9818,613,1,1.51,0.33,1.4,-0.451,0.9938,3.63,1.33,10.3,R,2,*,3,4.17
9819,570,1,0.19,1.55,99999,0.043,0.9936,4.13,-0.2,7.1,R,2,***,2,4.88
9821,0,0,-0.94,0.22,2.2,0.275,0.98039,3.05,0.63,9.2,r,3,?,1,3
9822,351,1,0.275,1.87,1,0.039,0.992,0.68,0.56,11.9,M,3,**,2,1.62
9823,313,1,-1.1,-0.91,-8.5,0.037,1.01966,3.9,0.94,16.8,r,3,?,3,2.11
9830,0,0,0.45,-0.44,-59.9,1.146,0.9958,2.61,,10.8,M,2,*,1,1.5
9831,879,1,-0.09,1.36,6.2,0.078,0.9953,2.18,0.77,130,R,5,**,2,4.56
9832,0,0,1.47,1.17,-8.5,0.237,0.99211,4.51,0.45,13.7,r,2,?,3,2.98
9840,310,1,1.77,-1.08,99999,0.041,0.97715,,0.62,16.2,M,3,**,3,2.29
9845,0,0,0.46,0.2,1.9,0.077,1.0189,3.37,1.36,10.4,R,3,?,2,5.88
9847,922,1,-0.57,0.28,23.7,,1.01773,3.21,-0.59,11.3,r,3,?,1,2.06
9853,0,0,-0.27,0.26,12.5,0.046,1.03433,3.1,0.52,9,B,3,?,3,1.42
9854,396,1,0.38,0.56,69,0.055,1.00089,3.13,0.65,12.9,M,3,?,1,1.53
9855,569,1,0.34,0.33,-43.5,0.183,0.95325,3.08,0.4,10.2,B,4,**,1,1
9856,0,0,0.64,1.24,2,0.095,1.00043,3.86,0.8,7.2,M,4,?,3,1
9859,0,0,-0.92,-0.03,28.6,0.957,0.9968,3.2,0.09,7.8,R,4,?,3,1.51
9864,698,1,0.73,-0.66,2.3,0.064,1.0082,2.45,0.55,19.1,mb,4,**,1,1.15
9866,913,1,0.29,0.28,4.7,0.218,0.99036,4.04,-1.16,12.2,R,2,*,3,2.15
9868,303,1,0.26,0.36,-0.6,0.067,1.02591,,0.48,9,M,3,?,3,1
9869,162,1,1.5,2.55,57.8,-0.355,0.96886,3.52,0.56,4.6,MM,2,*,1,1.46
9873,0,0,0.33,0.54,48.5,0.024,0.99498,3.18,1.7,11.1,M,5,?,1,1.27
9877,794,1,0.23,0.4,-39.6,0.049,0.99659,4.16,1.48,103,R,4,**,1,4.81
9878,733,1,-0.69,0.32,-51.1,0.4,0.99776,3.14,0.38,8.6,B,2,?,1,1.89
9879,0,0,1.25,0.27,28.1,0.035,1.01982,0.54,1.83,11.8,R,1,*,1,4.97
9881,541,1,-0.93,-0.6,13.1,0.042,0.99726,3.62,-1.03,10.4,R,3,**,3,2.67
9883,1041,1,-1.28,0.34,1.8,0.617,1.00908,4.51,2.15,11.8,r,1,***,1,2.43
9886,427,1,0.13,0.57,30.3,-0.113,1.02826,2.33,-0.43,13.8,R,2,***,2,3.29
9895,0,0,1.55,0.16,-23.3,0.612,0.99398,3.19,-0.91,8.5,B,2,?,1,1
9897,0,0,0.96,1.32,2.6,-0.375,1.0415,3.37,0.35,15.9,R,3,*,2,8.08
9898,772,1,0.24,0.61,-23.5,0.537,1.03087,3.24,1.83,13.9,R,1,**,1,4.41
9900,255,1,0.28,-0.2,33.8,0.042,1.00845,3.2,0.56,21.9,MM,2,**,3,3.26
9901,0,0,0.12,0.3,99999,-0.078,0.95322,3.1,0.5,14.6,R,3,?,2,5.11
9903,203,1,-0.08,0.12,3.8,0.099,0.99575,2.87,1.65,9.5,M,3,*,3,1.45
9911,715,1,0.19,0.34,1.6,-0.175,0.9542,3.21,0.68,12.5,b,2,***,1,1.74
9912,0,0,0.29,0.89,62.1,0.648,1.02927,2.59,,10.8,R,5,?,2,1.41
9913,792,1,-1.13,0.28,55.4,0.377,0.988245,1.99,0.23,7,R,2,**,1,1.7
9915,793,1,1.48,-0.01,3.7,,0.9932,3.21,-0.69,13.6,b,1,**,3,3.63
9923,0,0,1.48,-0.89,-39.9,-0.872,0.9997,3.1,0.76,9.5,M,8,*,3,1.43
9924,315,1,0.07,0.32,1,-0.068,0.99212,3.1,,9.7,M,2,?,1,3.19
9925,564,1,-0.26,-0.98,42.3,,0.99556,3.7,,5.4,B,2,**,2,1
9927,373,1,0.27,0.74,43.9,0.505,0.9981,3.04,,8.7,R,3,*,3,1.66
9929,250,1,1.47,0.4,41,-0.36,0.94576,2.29,0.6,10.4,m,3,*,2,1.37
9932,423,1,0.24,0.31,50.3,0.05,0.99884,1.78,,15.2,R,3,***,1,6.09
9936,619,1,1.5,-0.42,-33.7,0.031,0.99089,1.94,0.39,11.5,R,2,***,1,1.87
9937,515,1,0.25,0.39,26.65,-0.25,0.99162,2.25,0.47,14.3,R,3,***,3,2.69
9939,475,1,0.33,0.48,-9.7,0.055,0.99488,3.1,0.18,12,r,2,**,1,1.14
9940,731,1,0.8,1.05,12.7,0.044,0.9937,2.1,-0.68,13.3,R,3,****,1,1.28
9944,468,1,0.335,1.59,5.8,0.046,0.9937,4.54,0.71,10.3,R,1,*,3,2.23
9948,872,1,-0.38,0.38,99999,-0.359,1.03052,3.77,0.37,12.4,R,3,***,3,1
9950,427,1,0.25,-0.57,1.1,-0.049,0.9917,3.57,-0.36,11.3,R,3,**,3,3.13
9951,699,1,0.39,-1.23,37.3,-0.288,0.95049,3.05,0.44,10.1,r,3,*,3,2.15
9958,438,1,1.05,0.34,23.4,-0.535,0.9976,4.34,0.82,11,R,3,**,2,1
9959,780,1,0.02,0.16,2.7,0.036,0.94225,4.36,0.53,9.8,R,1,**,2,1.81
